Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_NA,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NA,YearsSinceSale,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
228,160,21.0,1869,1,0,3,0,6,6,1970,1970,127.0,2,2,3.0,3.0,1.0,3.0,321,1.0,0,162,483,3,1,5.0,483,504,0,1000,0,0,1,1,2,1,3,5,8,0,0.0,1987.0,1,1,280,3,3,3,0,0,0,0,0,0,0,105931,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,17.416666666666515,False,False,False,False,False,False,False,True,False,False,False,True,False
1107,20,114.0,10357,1,1,3,0,7,5,1990,1991,0.0,3,2,4.0,3.0,2.0,6.0,738,1.0,0,172,910,4,1,5.0,1442,0,0,1438,1,0,2,0,3,1,4,6,8,1,3.0,1990.0,3,2,719,3,3,3,0,244,0,0,0,0,0,179958,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,18.75,False,False,False,False,False,False,False,True,False,False,False,True,False
772,20,67.0,8877,1,0,3,0,4,5,1951,1951,0.0,2,2,2.0,2.0,1.0,2.0,836,1.0,0,0,836,3,1,3.0,1220,0,0,1224,0,0,1,0,2,1,3,6,8,0,0.0,1951.0,1,2,396,3,3,3,0,0,0,0,0,0,0,102030,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,19.833333333333258,False,False,False,False,False,False,False,False,False,False,False,True,False
934,20,63.0,8487,1,0,3,0,7,5,2004,2004,210.0,3,2,4.0,3.0,3.0,6.0,20,1.0,0,1480,1500,5,1,5.0,1500,0,0,1504,0,0,2,0,3,1,4,6,8,0,0.0,2004.0,2,2,570,3,3,3,192,36,0,0,0,0,0,189938,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,16.5,False,False,False,False,False,False,False,True,False,False,False,True,False
1418,60,70.0,16545,1,1,3,0,8,5,1998,1998,731.0,3,2,4.0,3.0,2.0,6.0,781,1.0,0,503,1284,5,1,5.0,1310,1140,0,2438,1,0,2,1,3,1,4,7,8,1,3.0,1998.0,3,3,1069,3,3,3,0,126,0,0,0,0,0,339787,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,16.75,False,False,False,False,False,False,False,True,False,False,False,True,False
67,20,70.0,19900,1,0,3,0,7,5,1970,1989,287.0,2,2,4.0,3.0,4.0,6.0,912,1.0,0,1035,1947,3,1,5.0,2207,0,0,2212,1,0,2,0,3,1,3,7,7,1,4.0,1970.0,2,2,576,3,3,3,301,0,0,0,0,0,0,179825,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,15.583333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
1000,20,64.0,6762,1,0,3,0,7,5,2006,2006,24.0,3,2,4.0,3.0,3.0,6.0,686,1.0,0,501,1187,5,1,5.0,1208,0,0,1209,1,0,2,0,2,1,4,6,8,0,0.0,2006.0,2,2,632,3,3,3,105,61,0,0,0,0,0,205676,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,16.0,False,False,False,False,False,False,False,True,False,False,False,True,False
580,50,81.0,12150,1,0,3,0,5,5,1954,1954,335.0,2,2,3.0,3.0,1.0,1.0,0,1.0,0,1050,1050,5,0,3.0,1050,745,0,1797,0,0,2,0,4,1,3,7,8,0,0.0,1954.0,1,1,352,2,3,3,0,0,0,0,0,0,0,131436,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,17.25,False,False,False,False,False,False,False,True,False,False,False,True,False
943,90,42.0,7711,1,1,3,0,4,3,1977,1977,0.0,2,2,4.0,3.0,4.0,6.0,1440,1.0,0,0,1440,3,1,5.0,1440,0,0,1445,2,0,2,0,4,2,3,8,8,0,0.0,1990.0,0,0,0,0,0,1,321,0,0,0,0,0,0,150179,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,18.5,False,False,False,False,False,False,True,False,False,False,False,False,False
212,20,83.0,10420,1,0,3,0,6,5,2009,2009,0.0,2,2,4.0,3.0,2.0,6.0,36,1.0,0,1176,1212,5,1,5.0,1212,0,0,1206,0,0,2,0,3,1,4,6,8,0,0.0,2009.0,2,2,460,3,3,3,100,22,0,0,0,0,0,186207,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,15.916666666666515,False,False,False,False,False,False,False,True,False,False,False,True,False
1149,50,70.0,5700,1,0,3,0,7,7,1926,1950,0.0,2,2,3.0,3.0,1.0,1.0,0,1.0,0,572,572,3,1,5.0,572,539,0,1123,0,0,1,0,2,1,3,5,8,1,4.0,1982.0,1,1,288,3,3,3,0,0,176,0,0,0,0,116860,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,17.5,False,False,False,False,False,False,False,True,False,False,False,True,False
746,60,70.0,8963,1,1,3,0,8,9,1976,1996,289.0,4,3,3.0,4.0,1.0,6.0,575,5.0,80,487,1142,5,1,5.0,1175,1540,0,2655,0,1,3,1,4,1,4,11,8,2,3.0,1994.0,3,2,831,3,3,3,0,204,0,0,0,0,0,299807,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,17.583333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
537,60,57.0,8924,1,1,3,0,7,5,1998,1999,0.0,2,2,4.0,3.0,3.0,1.0,0,1.0,0,880,880,5,1,5.0,880,844,0,1744,0,0,2,1,3,1,4,8,8,0,0.0,1998.0,3,2,527,3,3,3,120,155,0,0,0,0,0,188273,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,17.583333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
1287,20,70.0,9790,1,0,3,0,6,5,1963,1963,451.0,2,2,3.0,3.0,1.0,5.0,569,3.0,81,678,1328,3,1,5.0,1328,0,0,1333,1,0,1,1,3,1,3,6,8,2,4.0,1963.0,1,2,528,3,3,3,0,26,0,0,0,0,0,142972,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,15.666666666666515,False,False,False,False,False,False,False,True,False,False,False,True,False
1296,20,70.0,8400,1,0,3,0,5,5,1968,1968,168.0,2,2,3.0,3.0,3.0,4.0,1016,1.0,0,36,1052,4,1,5.0,1052,0,0,1056,1,0,1,1,3,1,3,5,8,0,0.0,1968.0,2,1,288,3,3,3,356,0,0,0,0,0,0,138768,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,19.25,False,False,False,False,False,False,False,True,False,False,False,True,False
86,60,121.0,16059,1,0,3,0,8,5,1991,1992,284.0,3,2,4.0,3.0,1.0,1.0,0,1.0,0,1288,1288,5,1,5.0,1301,1116,0,2416,0,0,2,1,4,1,4,9,8,1,3.0,1991.0,1,2,462,3,3,3,127,82,0,0,0,0,0,260148,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,19.833333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
1315,20,60.0,8190,1,0,3,0,4,6,1954,1954,0.0,2,2,3.0,3.0,1.0,3.0,732,1.0,0,216,948,5,1,5.0,948,0,0,948,1,0,1,0,3,1,3,5,8,1,3.0,1956.0,1,1,280,3,3,3,0,36,0,0,0,0,0,118984,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,18.333333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
975,70,60.0,11414,1,1,3,0,7,8,1910,1993,0.0,2,3,4.0,3.0,1.0,1.0,0,1.0,0,728,728,3,0,5.0,1136,883,0,2010,0,0,1,0,3,1,4,8,8,0,0.0,1997.0,1,2,532,3,3,3,509,135,0,0,0,0,0,167462,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,16.333333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
977,30,51.0,5900,1,1,3,0,4,7,1923,1958,0.0,2,2,4.0,3.0,1.0,1.0,0,1.0,0,440,440,3,1,4.0,869,0,0,868,0,0,1,0,2,1,2,4,8,0,0.0,1990.0,0,0,0,0,0,3,0,0,0,0,0,0,0,85547,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,19.5,False,False,False,False,False,False,False,True,False,False,False,True,False
632,120,34.0,4590,1,0,3,0,8,5,2006,2006,108.0,3,2,4.0,4.0,2.0,6.0,24,1.0,0,1530,1554,5,1,5.0,1554,0,0,1527,0,0,2,0,2,1,4,6,8,1,4.0,2006.0,2,2,627,3,3,3,156,73,0,0,0,0,0,209568,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,18.5,False,False,False,False,False,False,False,True,False,False,False,True,False
1316,60,85.0,11075,1,0,3,0,6,5,1969,1969,0.0,2,2,2.0,3.0,2.0,5.0,500,2.0,276,176,952,3,1,5.0,1092,1020,0,2126,0,0,2,1,4,1,3,9,8,2,4.0,1969.0,1,2,576,3,3,3,280,0,0,0,0,0,0,207067,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,17.666666666666515,False,False,False,False,False,False,False,True,False,False,False,True,False
1384,30,70.0,25339,1,0,3,0,5,7,1918,2007,0.0,2,3,3.0,3.0,1.0,1.0,0,1.0,0,816,816,5,1,5.0,1416,0,0,1426,0,0,2,0,3,1,4,7,8,0,0.0,2007.0,1,2,576,3,3,1,0,0,112,0,0,0,0,111828,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,18.5,False,False,False,False,False,False,False,True,False,False,False,True,False
1402,60,62.0,7415,1,1,3,0,6,5,2004,2004,0.0,2,2,3.0,3.0,1.0,6.0,759,1.0,0,80,839,5,1,5.0,864,729,0,1612,1,0,2,1,3,1,3,8,8,1,3.0,2004.0,3,2,398,3,3,3,100,75,0,0,0,0,0,192909,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,17.833333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
950,20,78.0,9360,1,0,3,0,6,7,1972,2006,0.0,2,2,3.0,3.0,1.0,5.0,982,1.0,0,179,1161,3,1,5.0,1381,0,0,1399,1,0,1,1,3,1,4,5,8,1,3.0,1972.0,2,2,676,3,3,3,0,0,0,0,0,0,0,197815,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,15.916666666666515,False,False,False,False,False,False,False,True,False,False,False,True,False
274,20,80.0,9600,1,0,3,0,6,6,1958,1988,183.0,2,2,3.0,3.0,1.0,3.0,620,2.0,620,0,1240,4,1,5.0,1632,0,0,1642,1,0,2,0,3,1,3,6,7,1,4.0,1958.0,2,1,338,3,3,3,289,0,0,0,0,0,0,138897,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,16.833333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
1035,30,50.0,6305,1,0,3,0,5,7,1938,1950,0.0,2,3,2.0,2.0,1.0,1.0,0,1.0,0,920,920,5,1,5.0,954,0,0,955,0,0,1,0,2,1,2,5,8,1,4.0,1938.0,1,1,240,2,3,3,0,0,0,0,0,0,0,119635,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,18.666666666666515,False,False,False,False,False,False,False,True,False,False,False,True,False
363,85,64.0,7301,1,0,3,0,7,5,2003,2003,500.0,3,2,2.0,3.0,0.0,4.0,0,1.0,0,0,0,5,1,5.0,495,1427,0,1903,0,0,3,0,4,1,4,7,8,1,5.0,2003.0,2,2,672,3,3,3,0,0,177,0,0,0,0,198599,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,16.583333333333258,False,False,True,False,False,False,False,False,False,False,False,True,False
623,20,71.0,7064,1,0,3,0,5,6,1977,1977,153.0,2,2,3.0,3.0,1.0,4.0,560,1.0,0,420,980,3,1,5.0,980,0,0,973,0,0,1,0,3,1,3,6,8,0,0.0,1986.0,1,2,484,3,3,3,192,0,0,0,0,0,0,135056,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,16.583333333333258,False,False,False,False,False,False,False,True,False,False,False,True,False
